地址,经度,纬度,是否精确,可信度,地址类型,坐标系,错误
奉贤区曙光中学联盟体,121.655452,30.9247933,1,70,教育,wgs84,
上海市奉贤区曙光中学,121.655452,30.9247933,1,70,教育,wgs84,
上海市奉贤区奉城高中,121.6409929,30.9114993,1,70,教育,wgs84,
上海市奉贤区景秀高中,121.7226231,30.95202131,1,70,教育,wgs84,
奉贤区阳光学校联盟体,121.4695046,30.91991617,,20,区县,wgs84,
上海市奉贤区阳光学校,121.4695046,30.91991617,,20,区县,wgs84,
上海市奉贤区胡桥学校,121.426569,30.83501399,1,70,教育,wgs84,
上海市奉贤区庄行学校,121.3948569,30.91002914,1,70,教育,wgs84,
上海市奉贤区泰日学校,121.5607048,30.98765992,1,70,教育,wgs84,
上海市奉贤区育秀实验学校,121.4568216,30.9078046,1,70,教育,wgs84,
上海市奉贤区江山小学,121.4572975,30.90468565,1,70,教育,wgs84,
上海市奉贤区钱桥学校,121.5389159,30.87442065,1,70,教育,wgs84,
上海市奉贤区光明学校,121.5031906,30.90789166,1,70,教育,wgs84,
上海市奉贤区西渡学校,121.4375982,30.99159098,1,70,教育,wgs84,
上海市奉贤区肇文学校,121.6499077,30.91392435,1,70,教育,wgs84,
上海市奉贤区少体校,121.4695046,30.91991617,,20,区县,wgs84,
奉贤区致远高中联盟体,121.454669,30.91001561,1,70,教育,wgs84,
上海市奉贤区致远高中,121.454669,30.91001561,1,70,教育,wgs84,
上师大四附中,121.4142312,31.1636352,,70,教育,wgs84,
上海市奉贤区民办帕丁顿双语学校,121.4517656,30.93743456,1,70,教育,wgs84,
上海市奉贤区奉贤中学,121.4926566,30.92443026,1,70,教育,wgs84,
上海市奉贤区曙光中学,121.655452,30.9247933,1,70,教育,wgs84,
上海市奉贤区致远高中,121.454669,30.91001561,1,70,教育,wgs84,
上海外国语大学嘉定外国语学校,121.697474,31.19565828,,70,教育,wgs84,
上海市嘉定区震川中学,121.1506186,31.30476509,1,70,教育,wgs84,
上海市嘉定区方泰中学,121.2036484,31.31971099,1,70,教育,wgs84,
上海市嘉定区方泰小学,121.2061603,31.31906769,1,70,教育,wgs84,
上海市嘉定区安亭小学,121.149222,31.30389017,1,70,教育,wgs84,
同济大学附属实验中学,121.2097665,31.28758492,,70,教育,wgs84,
同济大学附属实验小学,121.2097665,31.28758492,,70,教育,wgs84,
上海同济黄渡小学,121.2343845,31.27511503,1,70,教育,wgs84,
上海市嘉定区黄渡中学,121.2048093,31.27652388,1,70,教育,wgs84,
上海市嘉定区紫荆小学,121.163043,31.29415878,1,70,教育,wgs84,
上海华东师范大学附属双语学校,121.169986,31.26427307,1,70,教育,wgs84,
上海市嘉定区迎园中学,121.2770125,31.39545391,1,70,教育,wgs84,
上海市嘉定区练川实验学校,121.2623127,31.38044698,1,70,教育,wgs84,
上海市嘉定区迎园小学,121.2598796,31.38722341,,50,NoClass,wgs84,
上海市嘉定区新成路小学,121.2695866,31.38596157,1,70,教育,wgs84,
上海市曹杨二中附属江桥实验中学,121.3171825,31.25791989,1,70,教育,wgs84,
上海市嘉定区杨柳初级中学,121.2889092,31.27327734,1,70,教育,wgs84,
上海市嘉定区金鹤中学,121.3123039,31.24923074,1,70,教育,wgs84,
上海市嘉定区江桥小学,121.3329342,31.25890647,1,70,教育,wgs84,
上海市嘉定区封浜小学,121.2941775,31.27143195,1,70,教育,wgs84,
上海市嘉定区金鹤小学,121.3079544,31.2411102,1,70,教育,wgs84,
上海市嘉定区华江小学,121.3351916,31.26639919,1,70,教育,wgs84,
上海市嘉定区嘉涛路小学,121.324083,31.27077808,1,70,教育,wgs84,
上海市嘉定区疁城实验学校,121.2392653,31.38117321,1,70,教育,wgs84,
上海市嘉定区启良中学,121.2486927,31.39054477,1,70,教育,wgs84,
上海市嘉定区普通小学,121.2508469,31.38680708,1,70,教育,wgs84,
上海市嘉定区城中路小学,121.2374854,31.38743069,1,70,教育,wgs84,
上海市嘉定区第二中学,121.3064376,31.29753999,1,70,教育,wgs84,
上海市嘉定区南翔中学,121.3024374,31.30153363,1,70,教育,wgs84,
上海嘉定区怀少学校,121.3069441,31.30059665,1,70,教育,wgs84,
上海市嘉定区苏民学校,121.3015311,31.29500807,1,70,教育,wgs84,
上海市嘉定区留云中学,121.3168755,31.31579902,1,70,教育,wgs84,
上海市嘉定区南翔小学,121.3044471,31.30117496,1,70,教育,wgs84,
上海市嘉定区古猗小学,121.3201957,31.30301705,1,70,教育,wgs84,
上海市嘉定区南苑中学,121.237897,31.36453329,1,70,教育,wgs84,
上海市嘉定区朱桥学校,121.1881117,31.41028334,1,70,教育,wgs84,
上海市嘉定区娄塘学校,121.2096724,31.43422763,1,70,教育,wgs84,
上海市嘉定区叶城小学,121.2378943,31.36457718,1,70,教育,wgs84,
上海市嘉定区南苑小学,121.2428805,31.37008525,1,70,教育,wgs84,
上海交通大学附属中学嘉定分校,121.4669342,31.21445172,,70,教育,wgs84,
上海市嘉定区马陆育才联合中学,121.2751026,31.32621551,1,70,教育,wgs84,
上海民办华二初级中学,121.2472369,31.34330806,1,70,教育,wgs84,
上海市嘉定区德富路中学,121.2476462,31.35645867,1,70,教育,wgs84,
上海市嘉定区戬浜学校,121.2884043,31.38193449,1,70,教育,wgs84,
上海市嘉定区德富路小学,121.2468331,31.35768241,1,70,教育,wgs84,
上海市嘉定区马陆小学,121.2761692,31.32554578,1,70,教育,wgs84,
上海市嘉定区实验小学,121.2482857,31.40067748,1,70,教育,wgs84,
上海市嘉定区清水路小学,121.228653,31.38347808,1,70,教育,wgs84,
上海市嘉定区徐行小学,121.2664854,31.41447511,1,70,教育,wgs84,
上海市嘉定区外冈小学,121.1532411,31.36605664,1,70,教育,wgs84,
上海市嘉定区第一中学,121.2615543,31.3764608,,20,区县,wgs84,
中科院上海实验学校（筹）,121.2278572,31.38161957,1,70,教育,wgs84,
上海市民办嘉一联合中学,121.2467578,31.40534501,1,70,教育,wgs84,
上海市民办桃李园实验学校,121.23155,31.40015962,1,70,教育,wgs84,
上海市嘉定区徐行中学,121.2649702,31.41514447,1,70,教育,wgs84,
上海市嘉定区第一中学附属小学,121.243203,31.39327609,1,70,教育,wgs84,
上海市金山区第二实验小学,121.3359742,30.73207094,1,70,教育,wgs84,
上海市金山区朱行小学,121.3300325,30.85029591,1,70,教育,wgs84,
上海市金山区海棠小学,121.3487896,30.74209233,1,70,教育,wgs84,
上海市金山区钱圩小学,121.2431184,30.77787101,1,70,教育,wgs84,
上海市金山区金山小学,121.3378297,30.75486259,1,70,教育,wgs84,
上海市金山区漕泾小学,121.3917708,30.79946453,1,70,教育,wgs84,
上海市金山中学,121.3371484,30.75661814,1,70,教育,wgs84,
上海市西林中学,121.155174,30.89401298,1,70,教育,wgs84,
上海市蒙山中学,110.5165842,24.20628353,1,70,教育,wgs84,
上海市朱行中学,121.3284418,30.84673688,1,70,教育,wgs84,
上海市金山区枫泾小学,121.0139121,30.89325298,1,70,教育,wgs84,
上海市金山区兴塔小学,121.0740224,30.87462707,1,70,教育,wgs84,
上海市罗星中学,121.1650504,30.90057493,1,70,教育,wgs84,
上海市西林中学,121.155174,30.89401298,1,70,教育,wgs84,
上海市新农学校（初中部）,121.2023524,30.89753045,1,70,教育,wgs84,
上海市金山区第一实验小学,121.1711769,30.89057011,1,70,教育,wgs84,
上海市金山区朱泾第二小学,121.1577311,30.89971274,1,70,教育,wgs84,
上海市金山区朱泾小学,121.1530044,30.89047809,1,70,教育,wgs84,
上海市新农学校（小学部）,121.2023524,30.89753045,1,70,教育,wgs84,
华坪小学“新基础教育”生态区,101.2644526,26.63255511,,20,区县,wgs84,
上海市闵行区华坪小学,121.4186307,31.00324462,1,70,教育,wgs84,
上海市闵行区鹤北小学,121.4111494,31.01251715,1,70,教育,wgs84,
上海市闵行区碧江路小学,121.3953982,31.01656436,,50,NoClass,wgs84,
上海市闵行区昆阳路小学,121.3656246,31.00148286,1,70,教育,wgs84,
上海市闵行区丽江小学,121.3995284,31.00682411,1,70,教育,wgs84,
上海交通大学附属实验小学,121.4669342,31.21445172,,70,教育,wgs84,
华东师范大学附属紫竹小学,121.3955618,31.21253395,,70,教育,wgs84,
闵行区北桥中心小学,121.4149526,31.03860574,1,70,教育,wgs84,
上海市闵行区浦江第二小学,121.5269698,31.0686985,1,70,教育,wgs84,
上海闵行区浦江文馨学校,121.4947594,31.03189033,1,70,教育,wgs84,
江川路小学,121.4150686,31.00819592,1,70,教育,wgs84,
梅陇小学,121.4057235,31.13324783,1,70,教育,wgs84,
闵行区实验小学（四个校区）,121.4082261,31.10944549,1,70,教育,wgs84,
上海市闵行区申莘小学,121.3776243,31.09125159,1,70,教育,wgs84,
上海市闵行区鑫都小学,121.3925447,31.06082316,1,70,教育,wgs84,
上海市闵行区莘松小学,121.3595211,31.11812941,1,70,教育,wgs84,
上海市闵行区马桥实验小学,121.3909831,31.03043244,1,70,教育,wgs84,
闵行区田园外国语小学,121.3905464,31.09772876,1,70,教育,wgs84,
上海市闵行区田园外国语小学（银都校区）,121.3882605,31.09296844,1,70,生活服务,wgs84,
上海市闵行区田园外国语小学（金都校区）,121.3939115,31.09514843,1,70,地产小区,wgs84,
闵行四中“新基础教育”生态区,121.399624,31.01535241,1,70,教育,wgs84,
上海市马桥强恕学校,121.3613857,31.03248073,1,70,教育,wgs84,
上海市闵行区曹行中学,121.4288543,31.09333879,1,70,教育,wgs84,
上海市闵行区友爱实验中学,121.4491042,31.04054536,1,70,教育,wgs84,
上海市莘城学校,121.3848235,31.10180887,1,70,教育,wgs84,
上海市罗阳中学,121.4082302,31.12342267,1,70,教育,wgs84,
上海市闵行区颛桥中学,121.3986951,31.07237752,1,70,教育,wgs84,
上海市闵行区浦江第二中学,121.5296311,31.05970204,,50,NoClass,wgs84,
上海市吴泾中学,121.4616329,31.04780408,1,70,教育,wgs84,
上海市闵行区君莲学校,121.4054764,31.08509764,1,70,教育,wgs84,
上海市闵行中学,121.4212404,31.0089427,,50,NoClass,wgs84,
上海市民办文绮中学,121.4195201,31.00850212,1,70,教育,wgs84,
上海市闵行区浦江第二中学,121.5296311,31.05970204,,50,NoClass,wgs84,
上海市闵行区龙茗中学,121.3775398,31.1387312,1,70,教育,wgs84,
上海市闵行区颛桥中学,121.3986951,31.07237752,1,70,教育,wgs84,
上海市吴泾中学,121.4616329,31.04780408,1,70,教育,wgs84,
上海市闵行区鹤北初级中学,121.4037702,31.01038904,1,70,教育,wgs84,
上海市闵行第二中学,121.4118791,31.1029518,1,70,教育,wgs84,
上海市闵行第三中学,121.414747,31.00237458,1,70,教育,wgs84,
明强小学,121.3564536,31.15557659,,70,教育,wgs84,
上海七宝明强小学（东校区）,121.3564536,31.15557659,1,70,教育,wgs84,
上海七宝明强小学（西校区）,121.3468385,31.14378829,,50,NoClass,wgs84,
上海市七宝中学,121.3634909,31.1515586,,50,NoClass,wgs84,
上海市闵行区七宝第二中学,121.3456854,31.16779194,1,70,教育,wgs84,
上海市闵行区七宝第三中学,121.3581595,31.15647926,1,70,教育,wgs84,
上海市七宝实验中学,121.3776633,31.16493754,1,70,教育,wgs84,
上海市文来中学(初中),121.3608934,31.15158654,1,70,教育,wgs84,
上海市文来中学(高中),121.3608934,31.15158654,1,70,教育,wgs84,
上海市闵行区文来实验学校,121.3035713,31.20582946,1,70,教育,wgs84,
上海市航华中学,121.3481813,31.17495924,1,70,教育,wgs84,
上海市航华第二中学,121.3485119,31.17477412,,50,商圈,wgs84,
上海市田园高级中学,121.4049066,31.09577742,1,70,教育,wgs84,
上海市金汇高级中学,121.4970345,30.99133377,,25,乡镇,wgs84,
上海市七宝外国语小学,121.365748,31.13941713,1,70,教育,wgs84,
上海七宝德怀特高级中学,121.370438,31.16224042,1,70,教育,wgs84,
马桥文来外国语小学,121.3786529,31.02725355,1,70,教育,wgs84,
汽轮小学“新基础教育”生态区,121.4085214,31.00758861,,70,教育,wgs84,
闵行区汽轮小学,121.4085214,31.00758861,1,70,教育,wgs84,
上海市闵行区中心小学,121.3773688,31.11510315,,20,区县,wgs84,
闵行区花园学校,121.3613487,31.11258137,1,70,教育,wgs84,
上海市闵行区七宝明强第二小学,121.3479659,31.17052971,1,70,教育,wgs84,
上海市闵行区申莘小学,121.3776243,31.09125159,1,70,教育,wgs84,
上海市闵行区曹行小学,121.4092802,31.09344278,1,70,教育,wgs84,
上海市吴泾小学,121.4670034,31.04416336,1,70,教育,wgs84,
上海市闵行区吴泾第三小学,121.4838097,31.10581975,1,70,教育,wgs84,
上海市闵行区景东小学,121.4545805,31.04586982,1,70,教育,wgs84,
上海闵行区民办育苗小学,121.4386492,31.10842025,1,70,教育,wgs84,
上海闵行区民办双江小学,121.4045847,31.00456743,1,70,教育,wgs84,
蔷薇小学,121.4285854,31.11665438,,70,教育,wgs84,
蔷薇小学（春申校区）,116.4611672,39.98793735,,75,购物,wgs84,
莘松中学,121.3724232,31.12406212,,70,教育,wgs84,
莘松中学（春申校区）,115.0405472,32.14699677,,25,乡镇,wgs84,
莘庄镇小学,121.3721722,31.10595968,1,70,教育,wgs84,
紫竹教育园区,116.3084505,39.93846024,,25,乡镇,wgs84,
华东师范大学第二附属中学（紫竹学校）,121.3955618,31.21253395,,70,教育,wgs84,
华东师范大学附属紫竹小学,121.3955618,31.21253395,,70,教育,wgs84,
上海市北蔡中学,121.5530571,31.1757161,1,70,教育,wgs84,
上海市新云台中学,121.5445017,31.1837643,1,70,教育,wgs84,
上海市绿川学校,121.5459276,31.17070235,1,70,教育,wgs84,
上海市浦东新区御桥小学,121.5629231,31.17562626,1,70,教育,wgs84,
上海市浦东新区莲溪小学,121.5536503,31.18056054,1,70,教育,wgs84,
上海市浦东新区育童小学,121.5354471,31.17314448,1,70,教育,wgs84,
上海市浦东新区北蔡镇中心小学,121.549192,31.18561972,1,70,教育,wgs84,
上海市浦东新区龚路中心小学,121.6804067,31.26926778,1,70,教育,wgs84,
上海市浦东新区顾路镇中心小学,121.6627129,31.29723961,1,70,教育,wgs84,
上海市浦东新区曹路打一小学,121.6666562,31.29184849,1,70,教育,wgs84,
上海浦东新区民办育才小学,121.7000156,31.25583888,1,70,教育,wgs84,
上海市第二工业大学附属龚路中学,121.6744349,31.2671246,1,70,教育,wgs84,
上海市顾路中学,121.6550394,31.29021924,1,70,教育,wgs84,
上海市浦东模范中学东校,121.6660842,31.29283041,1,70,教育,wgs84,
上海市川沙中学南校,121.6841247,31.18507973,1,70,教育,wgs84,
上海市侨光中学,121.7052399,31.18212186,1,70,教育,wgs84,
上海市五三中学,121.702278,31.20049733,1,70,教育,wgs84,
上海市川沙中学华夏西校,121.6860772,31.19599364,1,70,教育,wgs84,
上海市浦东新区观澜小学,121.6926237,31.17634798,1,70,教育,wgs84,
上海市浦东新区实验小学,121.6964274,31.18856754,1,70,教育,wgs84,
上海市浦东新区园西小学,121.6683444,31.19511507,1,70,教育,wgs84,
上海市浦东新区新城小学,121.6913853,31.19850748,1,70,教育,wgs84,
上海市浦东新区教育学院附属学校,121.6863155,31.19952748,1,70,教育,wgs84,
上海市川沙中学北校（浦东新区第一少年儿童体育学校）,121.6965707,31.20518122,1,70,教育,wgs84,
上海市六团中学,121.717874,31.15619449,1,70,教育,wgs84,
上海市浦东新区六团中心小学,121.7243287,31.15281547,1,70,教育,wgs84,
上海市黄楼中学,121.6654135,31.16795485,1,70,教育,wgs84,
上海市浦东新区黄楼镇中心小学,121.539716,31.22324453,,20,区县,wgs84,
上海市六灶中学,121.6945653,31.1156275,1,70,教育,wgs84,
上海浦东新区六灶小学,121.6888714,31.11830245,1,70,教育,wgs84,
上海市育华(集团)学校,121.67678,31.19267874,1,70,教育,wgs84,
上海市川沙中学,121.6964857,31.1965802,1,70,教育,wgs84,
上海市川沙中学南校,121.6841247,31.18507973,1,70,教育,wgs84,
上海市川沙中学北校,121.6965707,31.20518122,1,70,教育,wgs84,
上海市川沙中学华夏西校,121.6860772,31.19599364,1,70,教育,wgs84,
上海市侨光中学,121.7052399,31.18212186,1,70,教育,wgs84,
上海市五三中学,121.702278,31.20049733,1,70,教育,wgs84,
上海市孙桥中学,121.6283003,31.17526774,1,70,教育,wgs84,
上海市高东中学,121.615263,31.33135178,1,70,教育,wgs84,
上海市杨园中学,121.6269128,31.31021458,1,70,教育,wgs84,
上海市浦东新区杨园中心小学,121.6274083,31.32022549,1,70,教育,wgs84,
上海市浦东新区高东镇中心小学,121.6184816,31.32849932,,25,乡镇,wgs84,
上海市浦东新区华高小学（东靖路校区）,121.6136566,31.29500219,1,70,教育,wgs84,
上海浦东新区民办精忠小学,121.6274412,31.30927252,1,70,教育,wgs84,
上海市航头学校,121.5979688,31.07982085,1,70,教育,wgs84,
上海市下沙学校,121.5844229,31.05100573,1,70,教育,wgs84,
上海市进才中学南校,121.5909791,31.07122468,1,70,教育,wgs84,
上海市浦东新区航城实验小学,121.5855174,31.08120649,1,70,教育,wgs84,
上海浦东新区民办航头小学,121.5910464,31.05205928,1,70,教育,wgs84,
上海市浦东新区周浦第三小学分校,121.5905434,31.07280733,1,70,教育,wgs84,
上海市合庆中学,121.7143462,31.24192563,1,70,教育,wgs84,
上海市浦东新区合庆镇中心小学,121.7113786,31.23839327,1,70,教育,wgs84,
上海市蔡路中学,121.7247454,31.21647056,1,70,教育,wgs84,
上海市浦东新区蔡路逸夫蔡路小学,121.7255325,31.21431516,1,70,教育,wgs84,
上海市浦东新区庆华小学,121.722131,31.23804367,1,70,教育,wgs84,
上海市沪新中学,121.5763139,31.27506058,1,70,教育,wgs84,
上海市长岛中学,121.5778526,31.26379222,1,70,教育,wgs84,
上海市金川中学,121.5791346,31.2787884,1,70,教育,wgs84,
上海市陆行中学北校,121.5744299,31.2825076,1,70,教育,wgs84,
上海市东沟中学,121.5776797,31.2851994,1,70,教育,wgs84,
上海市浦东新区莱阳小学,121.5770421,31.27988808,1,70,教育,wgs84,
上海市浦东新区东波小学,121.5778746,31.2875973,1,70,教育,wgs84,
上海市浦东新区沪新小学,121.5805033,31.2700803,1,70,教育,wgs84,
上海市浦东新区竹园小学沪东校区,121.5741132,31.26729688,1,70,教育,wgs84,
上海市浦东新区海桐小学,121.5483711,31.20778848,1,70,教育,wgs84,
上海民办进才外国语学校,121.5373864,31.20526784,1,70,教育,wgs84,
上海市建平香梅中学,121.5330475,31.21050998,1,70,教育,wgs84,
上海市华林中学,121.5585921,31.19553308,1,70,教育,wgs84,
上海市浦东新区华林小学,121.5588091,31.19422276,1,70,教育,wgs84,
上海市浦东新区由由小学,121.5253492,31.19223281,1,70,教育,wgs84,
上海市浦东新区花木中心小学,121.539716,31.22324453,,20,区县,wgs84,
上海市浦东新区华林小学,121.5588091,31.19422276,1,70,教育,wgs84,
上海市浦明师范学校附属小学（花木校区）,121.5269739,31.20400417,1,70,教育,wgs84,
上海市浦东新区竹园小学（花木校区）,121.5261301,31.23318459,1,70,教育,wgs84,
上海市浦东新区锦绣小学,121.5337796,31.19738237,1,70,教育,wgs84,
上海市南汇第二中学,121.7711977,31.06198177,1,70,教育,wgs84,
上海市南汇第一中学,121.7544326,31.04660736,1,70,教育,wgs84,
上海市南汇第三中学,121.7548282,31.05437157,1,70,教育,wgs84,
上海市南汇第四中学,121.7573996,31.04652791,1,70,教育,wgs84,
上海市南汇第五中学,121.736116,31.06938895,1,70,教育,wgs84,
上海市浦东教育发展研究院附属中学,121.7568756,31.08186817,1,70,教育,wgs84,
上海市南汇实验学校,121.7434954,31.04933738,1,70,教育,wgs84,
上海市黄路学校,121.7759442,31.02552214,,50,NoClass,wgs84,
上海市浦东新区东城学校,121.6928273,31.18906989,,25,乡镇,wgs84,
上海市浦东新区惠南小学,121.7385167,31.06997069,1,70,教育,wgs84,
上海市浦东新区逸夫小学,121.739242,31.04688896,1,70,教育,wgs84,
上海市浦东新区荡湾小学,121.7624611,31.04565675,1,70,教育,wgs84,
上海市浦东新区南汇外国语小学,121.7704186,31.06352284,1,70,教育,wgs84,
上海市浦东新区惠南第二小学,121.7626826,31.04905758,1,70,教育,wgs84,
上海市浦东新区致立学校,121.7626412,31.04813033,1,70,教育,wgs84,
上海师范大学附属第二外国语学校,121.7759486,31.05491696,,70,教育,wgs84,
上海市浦东新区建平实验小学,121.5888484,31.25434351,1,70,教育,wgs84,
上海市浦东新区万德小学,121.539716,31.22324453,,20,区县,wgs84,
上海市浦东新区罗山小学,121.5579174,31.25039638,1,70,教育,wgs84,
上海市浦东新区香山小学,121.5668971,31.24136014,1,70,教育,wgs84,
上海市浦东新区进涛小学,121.5643338,31.26979145,1,70,教育,wgs84,
上海市浦东新区金陆小学,121.5749221,31.25410691,1,70,教育,wgs84,
上海市浦东新区金英小学,121.5751061,31.24838545,1,70,教育,wgs84,
上海市罗山中学,121.5541425,31.24957384,1,70,教育,wgs84,
上海市建平实验中学,121.5664015,31.26167752,1,70,教育,wgs84,
上海市金杨中学,121.5722844,31.25055294,1,70,教育,wgs84,
上海市陆行中学南校,121.5809827,31.25092247,1,70,教育,wgs84,
上海市致远中学,121.5713202,31.24526761,1,70,教育,wgs84,
上海市香山中学,121.562734,31.24168619,1,70,教育,wgs84,
上海市浦东新区明珠小学(A区、B区、C区),121.5139417,31.2279966,1,70,教育,wgs84,
上海市浦东新区明珠森兰小学,121.5873698,31.29514936,1,70,教育,wgs84,
上海市浦东新区明珠临港小学,121.9101871,30.91793175,1,70,教育,wgs84,
上海市浦东新区高东镇中心小学,121.6184816,31.32849932,,25,乡镇,wgs84,
上海市浦东新区祝桥小学,121.7520755,31.11349857,1,70,教育,wgs84,
上海市浦东新区康桥实验小学,121.5503985,31.12336996,1,70,教育,wgs84,
上海市浦东新区康桥小学,121.5681699,31.12531785,1,70,教育,wgs84,
上海市南汇第一中学,121.7544326,31.04660736,1,70,教育,wgs84,
上海市南汇第三中学,121.7548282,31.05437157,1,70,教育,wgs84,
上海市南汇第四中学,121.7573996,31.04652791,1,70,教育,wgs84,
上海市黄路学校,121.7759442,31.02552214,,50,NoClass,wgs84,
上海市坦直中学,121.6402096,31.07442924,1,70,教育,wgs84,
上海市大团中学,121.7384721,30.96917716,1,70,教育,wgs84,
上海市书院中学,121.8605937,30.93001154,1,70,教育,wgs84,
上海市新港中学,121.8656736,30.98605149,1,70,教育,wgs84,
上海市宣桥学校,121.6981977,31.01800976,1,70,教育,wgs84,
上海市三灶学校,121.7089054,31.07342378,,50,NoClass,wgs84,
上海市临港第一中学,121.9155031,30.88620703,1,70,教育,wgs84,
上海市浦东教育发展研究院附属中学,121.7568756,31.08186817,1,70,教育,wgs84,
上海市浦东模范中学,121.5880983,31.26681015,1,70,教育,wgs84,
上海市浦兴中学,121.5948683,31.2664515,1,70,教育,wgs84,
上海市高桥—东陆学校,121.6180826,30.92176108,,30,道路,wgs84,
上海市浦东新区东荷小学,121.5896572,31.27382712,1,70,教育,wgs84,
上海市浦东新区凌河小学,121.5903296,31.28048755,1,70,教育,wgs84,
上海市浦东新区金新小学,121.5969221,31.26799608,1,70,教育,wgs84,
上海市浦东新区金茂小学,121.5841916,31.26103357,1,70,教育,wgs84,
上海市浦东新区上南实验小学,121.4901283,31.1759089,1,70,教育,wgs84,
上海市浦东新区德州一村小学,121.4801021,31.17133263,1,70,教育,wgs84,
上海市浦东新区德州二村小学,121.4855968,31.17016571,1,70,教育,wgs84,
上海市洪山中学,114.3482001,30.5338579,1,70,教育,wgs84,
上海市历城中学,121.4859773,31.17492254,1,70,教育,wgs84,
上海市民办东方阶梯双语学校,121.480358,31.17435041,1,70,教育,wgs84,
上海民办常青中学,121.4033212,31.16297755,1,70,政府机构,wgs84,
上海市王港中学,121.6703283,31.24290653,1,70,教育,wgs84,
上海市唐镇中学,121.6605374,31.20612058,,50,NoClass,wgs84,
上海市浦东新区唐镇小学,121.6506712,31.20907776,1,70,教育,wgs84,
上海市浦东新区王港中心小学,121.6702823,31.23601824,1,70,教育,wgs84,
上海市浦东新区福山唐城外国语小学,121.648609,31.22161486,1,70,教育,wgs84,
上海市浦东新区建平中学南校,121.5163667,31.21506006,1,70,教育,wgs84,
上海市浦东新区东方小学,121.5075978,31.12631107,1,70,教育,wgs84,
上海市浦东新区浦东南路小学,121.5101986,31.20964906,1,70,教育,wgs84,
上海市浦东新区塘桥第一小学,121.5183733,31.21176605,1,70,教育,wgs84,
上海市万祥学校,121.8187879,30.96932936,1,70,教育,wgs84,
上海市大团中学,121.7384721,30.96917716,1,70,教育,wgs84,
上海市浦东新区大团小学,121.7367096,30.9751296,1,70,教育,wgs84,
上海市三墩学校,121.7497815,30.99454698,1,70,教育,wgs84,
上海市浦东新区向阳小学,121.7374985,30.9713789,1,70,教育,wgs84,
华东师范大学附属东昌中学南校,121.511023,31.2368156,,70,教育,wgs84,
上海市洋泾中学东校,121.5220012,31.22597809,,50,NoClass,wgs84,
上海民办新竹园中学,121.5565875,31.2561218,,70,教育,wgs84,
上海民办洋泾外国语学校,121.5177117,31.22043843,1,70,教育,wgs84,
上海市浦东新区竹园小学,121.5261301,31.23318459,1,70,教育,wgs84,
上海市浦明师范学校附属小学,121.5269739,31.20400417,1,70,教育,wgs84,
上海市浦东新区明珠小学,121.5205752,31.22582852,1,70,教育,wgs84,
上海市石笋中学,121.6400579,31.01991879,1,70,教育,wgs84,
上海市坦直中学,121.6402096,31.07442924,1,70,教育,wgs84,
上海市浦东新区新场小学,121.6444793,31.02755111,1,70,教育,wgs84,
上海市浦东新区石笋小学,121.6410501,31.02465593,1,70,教育,wgs84,
上海市浦东新区坦直小学,121.6450288,31.07642123,1,70,教育,wgs84,
华东师范大学张江实验中学,121.6070285,31.19982424,,25,乡镇,wgs84,
上海市孙桥中学,121.6283003,31.17526774,1,70,教育,wgs84,
华东师范大学附属东昌中学南校（张江校区）,121.3955618,31.21253395,,70,教育,wgs84,
上海外国语大学附属浦东外国语学校,121.583391,31.19615298,,70,教育,wgs84,
上海民办张江集团学校,121.5899458,31.20416818,1,70,教育,wgs84,
上海市竹园中学（张江学区）,121.6240178,31.20084366,1,70,教育,wgs84,
上海市民办中芯学校,121.6153845,31.22199179,1,70,教育,wgs84,
上海市浦东新区孙桥镇中心小学,121.539716,31.22324453,,20,区县,wgs84,
上海市浦东新区张江镇中心小学,121.6177124,31.20785531,1,70,教育,wgs84,
上海市浦东新区张江高科实验小学,121.5897307,31.20326228,1,70,教育,wgs84,
上海市浦东新区第二中心小学（张江校区）,121.6309937,31.20196322,1,70,教育,wgs84,
上海市澧溪中学,121.5741378,31.11212611,1,70,教育,wgs84,
上海市傅雷中学,121.5859142,31.12413949,1,70,教育,wgs84,
上海市周浦育才学校,121.6551625,31.11215562,1,70,教育,wgs84,
上海市浦东新区周浦小学,121.5782472,31.12018104,1,70,教育,wgs84,
上海市浦东新区周浦第二小学,121.5722775,31.12515524,1,70,教育,wgs84,
上海市浦东新区周浦第三小学,121.5805494,31.11250103,1,70,教育,wgs84,
上海市浦东新区澧溪小学,121.5749959,31.11110104,1,70,教育,wgs84,
上海市周浦实验学校,121.5925055,31.09412414,1,70,教育,wgs84,
上海市浦东新区傅雷小学,121.5876675,31.12388063,1,70,教育,wgs84,
上海市实验学校附属光明学校,121.752751,31.10406028,1,70,教育,wgs84,
上海市施湾中学,121.7422266,31.14618106,1,70,教育,wgs84,
上海市江镇中学,121.7496291,31.17698286,1,70,教育,wgs84,
上海市进才中学东校,121.7495143,31.12686789,1,70,教育,wgs84,
上海市东海学校,121.8082968,31.09280899,1,70,教育,wgs84,
上海市浦东新区东港小学,121.745741,31.14604583,1,70,教育,wgs84,
上海市浦东新区江镇中心小学,121.7393073,31.17610575,1,70,教育,wgs84,
上海市浦东新区施湾镇中心小学,121.7489594,31.15308246,1,70,教育,wgs84,
上海市浦东新区晨阳小学,121.7436932,31.18062201,1,70,教育,wgs84,
